dateId,areaCode,country,areaName,hospitalizedCases,isLeaf
20220210,386017,si,jugovzhodna_slovenija,46,True
20220210,386021,si,osrednjeslovenska,228,True
20220210,386022,si,gorenjska,48,True
20220210,386023,si,goriska,43,True
20220210,386024,si,obalno_kraska,61,True
20220209,386011,si,pomurska,64,True
20220209,386012,si,podravska,161,True
20220209,386013,si,koroska,40,True
20220209,386014,si,savinjska,89,True
20220209,386015,si,zasavska,9,True
20220209,386016,si,posavska,23,True
20220209,386017,si,jugovzhodna_slovenija,50,True
20220209,386021,si,osrednjeslovenska,234,True
20220209,386022,si,gorenjska,44,True
20220209,386023,si,goriska,43,True
20220209,386024,si,obalno_kraska,55,True
20220208,386011,si,pomurska,62,True
20220208,386012,si,podravska,169,True
20220208,386013,si,koroska,40,True
20220208,386014,si,savinjska,88,True
20220208,386015,si,zasavska,9,True
20220208,386016,si,posavska,22,True
20220208,386017,si,jugovzhodna_slovenija,50,True
20220208,386021,si,osrednjeslovenska,230,True
20220208,386022,si,gorenjska,44,True
20220208,386023,si,goriska,41,True
20220208,386024,si,obalno_kraska,49,True
20220207,386011,si,pomurska,59,True
20220207,386012,si,podravska,165,True
20220207,386013,si,koroska,36,True
20220207,386014,si,savinjska,84,True
20220207,386015,si,zasavska,6,True
20220207,386016,si,posavska,24,True
20220207,386017,si,jugovzhodna_slovenija,45,True
20220207,386021,si,osrednjeslovenska,230,True
20220207,386022,si,gorenjska,49,True
20220207,386023,si,goriska,36,True
20220207,386024,si,obalno_kraska,46,True
20220206,386011,si,pomurska,55,True
20220206,386012,si,podravska,151,True
20220206,386013,si,koroska,38,True
20220206,386014,si,savinjska,80,True
20220206,386015,si,zasavska,4,True
20220206,386016,si,posavska,22,True
20220206,386017,si,jugovzhodna_slovenija,45,True
20220206,386021,si,osrednjeslovenska,231,True
20220206,386022,si,gorenjska,49,True
20220206,386023,si,goriska,39,True
20220206,386024,si,obalno_kraska,53,True
20220205,386011,si,pomurska,48,True
20220205,386012,si,podravska,146,True
20220205,386013,si,koroska,40,True
20220205,386014,si,savinjska,78,True
20220205,386015,si,zasavska,4,True
20220205,386016,si,posavska,21,True
20220205,386017,si,jugovzhodna_slovenija,44,True
20220205,386021,si,osrednjeslovenska,231,True
20220205,386022,si,gorenjska,44,True
20220205,386023,si,goriska,36,True
20220205,386024,si,obalno_kraska,54,True
20220204,386011,si,pomurska,46,True
20220204,386012,si,podravska,168,True
20220204,386013,si,koroska,36,True
20220204,386014,si,savinjska,79,True
20220204,386015,si,zasavska,3,True
20220204,386016,si,posavska,21,True
20220204,386017,si,jugovzhodna_slovenija,49,True
20220204,386021,si,osrednjeslovenska,236,True
20220204,386022,si,gorenjska,48,True
20220204,386023,si,goriska,40,True
20220204,386024,si,obalno_kraska,53,True
20220203,386011,si,pomurska,41,True
20220203,386012,si,podravska,173,True
20220203,386013,si,koroska,37,True
20220203,386014,si,savinjska,92,True
20220203,386015,si,zasavska,3,True
20220203,386016,si,posavska,20,True
20220203,386017,si,jugovzhodna_slovenija,43,True
20220203,386021,si,osrednjeslovenska,234,True
20220203,386022,si,gorenjska,42,True
20220203,386023,si,goriska,41,True
20220203,386024,si,obalno_kraska,55,True
20220202,386011,si,pomurska,41,True
20220202,386012,si,podravska,170,True
20220202,386013,si,koroska,34,True
20220202,386014,si,savinjska,90,True
20220202,386015,si,zasavska,2,True
20220202,386016,si,posavska,23,True
20220202,386017,si,jugovzhodna_slovenija,44,True
20220202,386021,si,osrednjeslovenska,232,True
20220202,386022,si,gorenjska,45,True
20220202,386023,si,goriska,47,True
20220202,386024,si,obalno_kraska,55,True
20220201,386011,si,pomurska,42,True
20220201,386012,si,podravska,174,True
20220201,386013,si,koroska,33,True
20220201,386014,si,savinjska,65,True
20220201,386016,si,posavska,26,True
20220201,386017,si,jugovzhodna_slovenija,51,True
20220201,386021,si,osrednjeslovenska,234,True
20220201,386022,si,gorenjska,50,True
20220201,386023,si,goriska,48,True
20220201,386024,si,obalno_kraska,49,True
20220131,386011,si,pomurska,43,True
20220131,386012,si,podravska,175,True
20220131,386013,si,koroska,34,True
20220131,386014,si,savinjska,68,True
20220131,386016,si,posavska,26,True
20220131,386017,si,jugovzhodna_slovenija,42,True
20220131,386021,si,osrednjeslovenska,236,True
20220131,386022,si,gorenjska,48,True
20220131,386023,si,goriska,44,True
20220131,386024,si,obalno_kraska,54,True
20220130,386011,si,pomurska,38,True
20220130,386012,si,podravska,149,True
20220130,386013,si,koroska,32,True
20220130,386014,si,savinjska,69,True
20220130,386016,si,posavska,26,True
20220130,386017,si,jugovzhodna_slovenija,41,True
20220130,386021,si,osrednjeslovenska,225,True
20220130,386022,si,gorenjska,45,True
20220130,386023,si,goriska,45,True
20220130,386024,si,obalno_kraska,41,True
20220129,386011,si,pomurska,36,True
20220129,386012,si,podravska,148,True
20220129,386013,si,koroska,29,True
20220129,386014,si,savinjska,66,True
20220129,386016,si,posavska,28,True
20220129,386017,si,jugovzhodna_slovenija,41,True
20220129,386021,si,osrednjeslovenska,219,True
20220129,386022,si,gorenjska,44,True
20220129,386023,si,goriska,48,True
20220129,386024,si,obalno_kraska,39,True
20220128,386011,si,pomurska,37,True
20220128,386012,si,podravska,152,True
20220128,386013,si,koroska,28,True
20220128,386014,si,savinjska,58,True
20220128,386016,si,posavska,28,True
20220128,386017,si,jugovzhodna_slovenija,40,True
20220128,386021,si,osrednjeslovenska,231,True
20220128,386022,si,gorenjska,48,True
20220128,386023,si,goriska,40,True
20220128,386024,si,obalno_kraska,31,True
20220127,386011,si,pomurska,35,True
20220127,386012,si,podravska,140,True
20220127,386013,si,koroska,28,True
20220127,386014,si,savinjska,57,True
20220127,386016,si,posavska,27,True
20220127,386017,si,jugovzhodna_slovenija,44,True
20220127,386021,si,osrednjeslovenska,231,True
20220127,386022,si,gorenjska,47,True
20220127,386023,si,goriska,39,True
20220127,386024,si,obalno_kraska,36,True
20220126,386011,si,pomurska,37,True
20220126,386012,si,podravska,125,True
20220126,386013,si,koroska,23,True
20220126,386014,si,savinjska,60,True
20220126,386016,si,posavska,28,True
20220126,386017,si,jugovzhodna_slovenija,45,True
20220126,386021,si,osrednjeslovenska,222,True
20220126,386022,si,gorenjska,46,True
20220126,386023,si,goriska,40,True
20220126,386024,si,obalno_kraska,30,True
20220125,386011,si,pomurska,33,True
20220125,386012,si,podravska,120,True
20220125,386013,si,koroska,19,True
20220125,386014,si,savinjska,57,True
20220125,386016,si,posavska,25,True
20220125,386017,si,jugovzhodna_slovenija,40,True
20220125,386021,si,osrednjeslovenska,228,True
20220125,386022,si,gorenjska,45,True
20220125,386023,si,goriska,37,True
20220125,386024,si,obalno_kraska,28,True
20220124,386011,si,pomurska,33,True
20220124,386012,si,podravska,119,True
20220124,386013,si,koroska,19,True
20220124,386014,si,savinjska,53,True
20220124,386016,si,posavska,24,True
20220124,386017,si,jugovzhodna_slovenija,39,True
20220124,386021,si,osrednjeslovenska,227,True
20220124,386022,si,gorenjska,42,True
20220124,386023,si,goriska,34,True
20220124,386024,si,obalno_kraska,29,True
20220123,386011,si,pomurska,33,True
20220123,386012,si,podravska,127,True
20220123,386013,si,koroska,18,True
20220123,386014,si,savinjska,48,True
20220123,386016,si,posavska,21,True
20220123,386017,si,jugovzhodna_slovenija,31,True
20220123,386021,si,osrednjeslovenska,230,True
20220123,386022,si,gorenjska,39,True
20220123,386023,si,goriska,37,True
20220123,386024,si,obalno_kraska,24,True
20220122,386011,si,pomurska,35,True
20220122,386012,si,podravska,121,True
20220122,386013,si,koroska,20,True
20220122,386014,si,savinjska,52,True
20220122,386016,si,posavska,24,True
20220122,386017,si,jugovzhodna_slovenija,31,True
20220122,386021,si,osrednjeslovenska,227,True
20220122,386022,si,gorenjska,36,True
20220122,386023,si,goriska,32,True
20220122,386024,si,obalno_kraska,23,True
20220121,386011,si,pomurska,35,True
20220121,386012,si,podravska,117,True
20220121,386013,si,koroska,23,True
20220121,386014,si,savinjska,52,True
20220121,386016,si,posavska,22,True
20220121,386017,si,jugovzhodna_slovenija,33,True
20220121,386021,si,osrednjeslovenska,224,True
20220121,386022,si,gorenjska,40,True
20220121,386023,si,goriska,30,True
20220121,386024,si,obalno_kraska,23,True
20220120,386011,si,pomurska,35,True
20220120,386012,si,podravska,117,True
20220120,386013,si,koroska,21,True
20220120,386014,si,savinjska,49,True
20220120,386016,si,posavska,22,True
20220120,386017,si,jugovzhodna_slovenija,27,True
20220120,386021,si,osrednjeslovenska,218,True
20220120,386022,si,gorenjska,42,True
20220120,386023,si,goriska,30,True
20220120,386024,si,obalno_kraska,19,True
20220119,386011,si,pomurska,31,True
20220119,386012,si,podravska,113,True
20220119,386013,si,koroska,20,True
20220119,386014,si,savinjska,45,True
20220119,386016,si,posavska,14,True
20220119,386017,si,jugovzhodna_slovenija,26,True
20220119,386021,si,osrednjeslovenska,226,True
20220119,386022,si,gorenjska,38,True
20220119,386023,si,goriska,35,True
20220119,386024,si,obalno_kraska,18,True
20220118,386011,si,pomurska,37,True
20220118,386012,si,podravska,111,True
20220118,386013,si,koroska,20,True
20220118,386014,si,savinjska,44,True
20220118,386016,si,posavska,13,True
20220118,386017,si,jugovzhodna_slovenija,25,True
20220118,386021,si,osrednjeslovenska,234,True
20220118,386022,si,gorenjska,40,True
20220118,386023,si,goriska,34,True
20220118,386024,si,obalno_kraska,17,True
20220117,386011,si,pomurska,35,True
20220117,386012,si,podravska,111,True
20220117,386013,si,koroska,18,True
20220117,386014,si,savinjska,41,True
20220117,386015,si,zasavska,2,True
20220117,386016,si,posavska,12,True
20220117,386017,si,jugovzhodna_slovenija,23,True
20220117,386021,si,osrednjeslovenska,226,True
20220117,386022,si,gorenjska,48,True
20220117,386023,si,goriska,32,True
20220117,386024,si,obalno_kraska,18,True
20220116,386011,si,pomurska,27,True
20220116,386012,si,podravska,103,True
20220116,386013,si,koroska,17,True
20220116,386014,si,savinjska,44,True
20220116,386016,si,posavska,12,True
20220116,386017,si,jugovzhodna_slovenija,30,True
20220116,386021,si,osrednjeslovenska,219,True
20220116,386022,si,gorenjska,46,True
20220116,386023,si,goriska,32,True
20220116,386024,si,obalno_kraska,19,True
20220115,386011,si,pomurska,27,True
20220115,386012,si,podravska,92,True
20220115,386013,si,koroska,15,True
20220115,386014,si,savinjska,43,True
20220115,386016,si,posavska,10,True
20220115,386017,si,jugovzhodna_slovenija,30,True
20220115,386021,si,osrednjeslovenska,205,True
20220115,386022,si,gorenjska,39,True
20220115,386023,si,goriska,32,True
20220115,386024,si,obalno_kraska,21,True
20220114,386011,si,pomurska,33,True
20220114,386012,si,podravska,100,True
20220114,386013,si,koroska,14,True
20220114,386014,si,savinjska,38,True
20220114,386016,si,posavska,11,True
20220114,386017,si,jugovzhodna_slovenija,32,True
20220114,386021,si,osrednjeslovenska,212,True
20220114,386022,si,gorenjska,37,True
20220114,386023,si,goriska,29,True
20220114,386024,si,obalno_kraska,18,True
20220113,386011,si,pomurska,34,True
20220113,386012,si,podravska,99,True
20220113,386013,si,koroska,12,True
20220113,386014,si,savinjska,39,True
20220113,386016,si,posavska,10,True
20220113,386017,si,jugovzhodna_slovenija,35,True
20220113,386021,si,osrednjeslovenska,212,True
20220113,386022,si,gorenjska,37,True
20220113,386023,si,goriska,30,True
20220113,386024,si,obalno_kraska,19,True
20220112,386011,si,pomurska,42,True
20220112,386012,si,podravska,104,True
20220112,386013,si,koroska,16,True
20220112,386014,si,savinjska,38,True
20220112,386016,si,posavska,9,True
20220112,386017,si,jugovzhodna_slovenija,36,True
20220112,386021,si,osrednjeslovenska,205,True
20220112,386022,si,gorenjska,35,True
20220112,386023,si,goriska,32,True
20220112,386024,si,obalno_kraska,21,True
20220111,386011,si,pomurska,48,True
20220111,386012,si,podravska,109,True
20220111,386013,si,koroska,18,True
20220111,386014,si,savinjska,37,True
20220111,386016,si,posavska,9,True
20220111,386017,si,jugovzhodna_slovenija,38,True
20220111,386021,si,osrednjeslovenska,209,True
20220111,386022,si,gorenjska,34,True
20220111,386023,si,goriska,30,True
20220111,386024,si,obalno_kraska,21,True
20220110,386011,si,pomurska,47,True
20220110,386012,si,podravska,123,True
20220110,386013,si,koroska,19,True
20220110,386014,si,savinjska,46,True
20220110,386016,si,posavska,11,True
20220110,386017,si,jugovzhodna_slovenija,32,True
20220110,386021,si,osrednjeslovenska,198,True
20220110,386022,si,gorenjska,43,True
20220110,386023,si,goriska,30,True
20220110,386024,si,obalno_kraska,23,True
20220109,386011,si,pomurska,46,True
20220109,386012,si,podravska,112,True
20220109,386013,si,koroska,16,True
20220109,386014,si,savinjska,44,True
20220109,386016,si,posavska,9,True
20220109,386017,si,jugovzhodna_slovenija,28,True
20220109,386021,si,osrednjeslovenska,187,True
20220109,386022,si,gorenjska,39,True
20220109,386023,si,goriska,31,True
20220109,386024,si,obalno_kraska,25,True
20220108,386011,si,pomurska,48,True
20220108,386012,si,podravska,112,True
20220108,386013,si,koroska,17,True
20220108,386014,si,savinjska,42,True
20220108,386016,si,posavska,9,True
20220108,386017,si,jugovzhodna_slovenija,31,True
20220108,386021,si,osrednjeslovenska,185,True
20220108,386022,si,gorenjska,41,True
20220108,386023,si,goriska,27,True
20220108,386024,si,obalno_kraska,26,True
20220107,386011,si,pomurska,48,True
20220107,386012,si,podravska,119,True
20220107,386013,si,koroska,19,True
20220107,386014,si,savinjska,41,True
20220107,386016,si,posavska,10,True
20220107,386017,si,jugovzhodna_slovenija,37,True
20220107,386021,si,osrednjeslovenska,181,True
20220107,386022,si,gorenjska,40,True
20220107,386023,si,goriska,28,True
20220107,386024,si,obalno_kraska,24,True
20220106,386011,si,pomurska,55,True
20220106,386012,si,podravska,112,True
20220106,386013,si,koroska,19,True
20220106,386014,si,savinjska,40,True
20220106,386016,si,posavska,7,True
20220106,386017,si,jugovzhodna_slovenija,38,True
20220106,386021,si,osrednjeslovenska,191,True
20220106,386022,si,gorenjska,38,True
20220106,386023,si,goriska,31,True
20220106,386024,si,obalno_kraska,19,True
20220105,386011,si,pomurska,54,True
20220105,386012,si,podravska,114,True
20220105,386013,si,koroska,17,True
20220105,386014,si,savinjska,39,True
20220105,386016,si,posavska,4,True
20220105,386017,si,jugovzhodna_slovenija,40,True
20220105,386021,si,osrednjeslovenska,185,True
20220105,386022,si,gorenjska,38,True
20220105,386023,si,goriska,31,True
20220105,386024,si,obalno_kraska,20,True
20220104,386011,si,pomurska,54,True
20220104,386012,si,podravska,109,True
20220104,386013,si,koroska,17,True
20220104,386014,si,savinjska,36,True
20220104,386016,si,posavska,5,True
20220104,386017,si,jugovzhodna_slovenija,40,True
20220104,386021,si,osrednjeslovenska,180,True
20220104,386022,si,gorenjska,36,True
20220104,386023,si,goriska,32,True
20220104,386024,si,obalno_kraska,22,True
20220103,386011,si,pomurska,60,True
20220103,386012,si,podravska,115,True
20220103,386013,si,koroska,18,True
20220103,386014,si,savinjska,33,True
20220103,386016,si,posavska,8,True
20220103,386017,si,jugovzhodna_slovenija,42,True
20220103,386021,si,osrednjeslovenska,188,True
20220103,386022,si,gorenjska,34,True
20220103,386023,si,goriska,31,True
20220103,386024,si,obalno_kraska,19,True
20220102,386011,si,pomurska,51,True
20220102,386012,si,podravska,115,True
20220102,386013,si,koroska,18,True
20220102,386014,si,savinjska,31,True
20220102,386016,si,posavska,11,True
20220102,386017,si,jugovzhodna_slovenija,38,True
20220102,386021,si,osrednjeslovenska,184,True
20220102,386022,si,gorenjska,35,True
20220102,386023,si,goriska,28,True
20220102,386024,si,obalno_kraska,22,True
20220101,386011,si,pomurska,54,True
20220101,386012,si,podravska,112,True
20220101,386013,si,koroska,16,True
20220101,386014,si,savinjska,34,True
20220101,386016,si,posavska,11,True
20220101,386017,si,jugovzhodna_slovenija,38,True
20220101,386021,si,osrednjeslovenska,182,True
20220101,386022,si,gorenjska,32,True
20220101,386023,si,goriska,28,True
20220101,386024,si,obalno_kraska,25,True
20211231,386011,si,pomurska,51,True
20211231,386012,si,podravska,111,True
20211231,386013,si,koroska,18,True
20211231,386014,si,savinjska,36,True
20211231,386016,si,posavska,11,True
20211231,386017,si,jugovzhodna_slovenija,43,True
20211231,386021,si,osrednjeslovenska,192,True
20211231,386022,si,gorenjska,32,True
20211231,386023,si,goriska,34,True
20211231,386024,si,obalno_kraska,25,True
20211230,386011,si,pomurska,52,True
20211230,386012,si,podravska,113,True
20211230,386013,si,koroska,18,True
20211230,386014,si,savinjska,38,True
20211230,386015,si,zasavska,4,True
20211230,386016,si,posavska,9,True
20211230,386017,si,jugovzhodna_slovenija,40,True
20211230,386021,si,osrednjeslovenska,208,True
20211230,386022,si,gorenjska,32,True
20211230,386023,si,goriska,34,True
20211230,386024,si,obalno_kraska,26,True
20211229,386011,si,pomurska,52,True
20211229,386012,si,podravska,110,True
20211229,386013,si,koroska,21,True
20211229,386014,si,savinjska,41,True
20211229,386015,si,zasavska,4,True
20211229,386016,si,posavska,10,True
20211229,386017,si,jugovzhodna_slovenija,41,True
20211229,386021,si,osrednjeslovenska,204,True
20211229,386022,si,gorenjska,30,True
20211229,386023,si,goriska,33,True
20211229,386024,si,obalno_kraska,26,True
20211228,386011,si,pomurska,50,True
20211228,386012,si,podravska,115,True
20211228,386013,si,koroska,20,True
20211228,386014,si,savinjska,43,True
20211228,386015,si,zasavska,4,True
20211228,386016,si,posavska,8,True
20211228,386017,si,jugovzhodna_slovenija,46,True
20211228,386021,si,osrednjeslovenska,210,True
20211228,386022,si,gorenjska,36,True
20211228,386023,si,goriska,30,True
20211228,386024,si,obalno_kraska,24,True
20211227,386011,si,pomurska,51,True
20211227,386012,si,podravska,112,True
20211227,386013,si,koroska,17,True
20211227,386014,si,savinjska,50,True
20211227,386015,si,zasavska,4,True
20211227,386016,si,posavska,7,True
20211227,386017,si,jugovzhodna_slovenija,51,True
20211227,386021,si,osrednjeslovenska,206,True
20211227,386022,si,gorenjska,44,True
20211227,386023,si,goriska,30,True
20211227,386024,si,obalno_kraska,20,True
20211226,386011,si,pomurska,52,True
20211226,386012,si,podravska,108,True
20211226,386013,si,koroska,19,True
20211226,386014,si,savinjska,46,True
20211226,386015,si,zasavska,4,True
20211226,386016,si,posavska,6,True
20211226,386017,si,jugovzhodna_slovenija,54,True
20211226,386021,si,osrednjeslovenska,197,True
20211226,386022,si,gorenjska,42,True
20211226,386023,si,goriska,28,True
20211226,386024,si,obalno_kraska,21,True
20211225,386011,si,pomurska,46,True
20211225,386012,si,podravska,109,True
20211225,386013,si,koroska,21,True
20211225,386014,si,savinjska,47,True
20211225,386015,si,zasavska,4,True
20211225,386016,si,posavska,8,True
20211225,386017,si,jugovzhodna_slovenija,56,True
20211225,386021,si,osrednjeslovenska,199,True
20211225,386022,si,gorenjska,39,True
20211225,386023,si,goriska,27,True
20211225,386024,si,obalno_kraska,24,True
20211224,386011,si,pomurska,52,True
20211224,386012,si,podravska,123,True
20211224,386013,si,koroska,18,True
20211224,386014,si,savinjska,50,True
20211224,386015,si,zasavska,4,True
20211224,386016,si,posavska,12,True
20211224,386017,si,jugovzhodna_slovenija,57,True
20211224,386021,si,osrednjeslovenska,199,True
20211224,386022,si,gorenjska,48,True
20211224,386023,si,goriska,28,True
20211224,386024,si,obalno_kraska,23,True
20211223,386011,si,pomurska,53,True
20211223,386012,si,podravska,130,True
20211223,386013,si,koroska,19,True
20211223,386014,si,savinjska,50,True
20211223,386015,si,zasavska,4,True
20211223,386016,si,posavska,12,True
20211223,386017,si,jugovzhodna_slovenija,52,True
20211223,386021,si,osrednjeslovenska,205,True
20211223,386022,si,gorenjska,45,True
20211223,386023,si,goriska,30,True
20211223,386024,si,obalno_kraska,24,True
20211222,386011,si,pomurska,53,True
20211222,386012,si,podravska,132,True
20211222,386013,si,koroska,21,True
20211222,386014,si,savinjska,55,True
20211222,386015,si,zasavska,5,True
20211222,386016,si,posavska,13,True
20211222,386017,si,jugovzhodna_slovenija,51,True
20211222,386021,si,osrednjeslovenska,216,True
20211222,386022,si,gorenjska,47,True
20211222,386023,si,goriska,30,True
20211222,386024,si,obalno_kraska,26,True
20211221,386011,si,pomurska,49,True
20211221,386012,si,podravska,132,True
20211221,386013,si,koroska,24,True
20211221,386014,si,savinjska,64,True
20211221,386015,si,zasavska,5,True
20211221,386016,si,posavska,14,True
20211221,386017,si,jugovzhodna_slovenija,51,True
20211221,386021,si,osrednjeslovenska,218,True
20211221,386022,si,gorenjska,50,True
20211221,386023,si,goriska,33,True
20211221,386024,si,obalno_kraska,25,True
20211220,386011,si,pomurska,49,True
20211220,386012,si,podravska,146,True
20211220,386013,si,koroska,26,True
20211220,386014,si,savinjska,67,True
20211220,386015,si,zasavska,5,True
20211220,386016,si,posavska,16,True
20211220,386017,si,jugovzhodna_slovenija,53,True
20211220,386021,si,osrednjeslovenska,223,True
20211220,386022,si,gorenjska,49,True
20211220,386023,si,goriska,34,True
20211220,386024,si,obalno_kraska,28,True
20211219,386011,si,pomurska,51,True
20211219,386012,si,podravska,137,True
20211219,386013,si,koroska,29,True
20211219,386014,si,savinjska,71,True
20211219,386015,si,zasavska,7,True
20211219,386016,si,posavska,17,True
20211219,386017,si,jugovzhodna_slovenija,54,True
20211219,386021,si,osrednjeslovenska,215,True
20211219,386022,si,gorenjska,54,True
20211219,386023,si,goriska,39,True
20211219,386024,si,obalno_kraska,27,True
20211218,386011,si,pomurska,49,True
20211218,386012,si,podravska,142,True
20211218,386013,si,koroska,28,True
20211218,386014,si,savinjska,71,True
20211218,386015,si,zasavska,7,True
20211218,386016,si,posavska,16,True
20211218,386017,si,jugovzhodna_slovenija,57,True
20211218,386021,si,osrednjeslovenska,210,True
20211218,386022,si,gorenjska,53,True
20211218,386023,si,goriska,41,True
20211218,386024,si,obalno_kraska,29,True
20211217,386011,si,pomurska,50,True
20211217,386012,si,podravska,165,True
20211217,386013,si,koroska,29,True
20211217,386014,si,savinjska,78,True
20211217,386015,si,zasavska,7,True
20211217,386016,si,posavska,15,True
20211217,386017,si,jugovzhodna_slovenija,55,True
20211217,386021,si,osrednjeslovenska,218,True
20211217,386022,si,gorenjska,52,True
20211217,386023,si,goriska,45,True
20211217,386024,si,obalno_kraska,32,True
20211216,386011,si,pomurska,52,True
20211216,386012,si,podravska,173,True
20211216,386013,si,koroska,35,True
20211216,386014,si,savinjska,84,True
20211216,386015,si,zasavska,6,True
20211216,386016,si,posavska,17,True
20211216,386017,si,jugovzhodna_slovenija,53,True
20211216,386021,si,osrednjeslovenska,226,True
20211216,386022,si,gorenjska,55,True
20211216,386023,si,goriska,42,True
20211216,386024,si,obalno_kraska,33,True
20211215,386011,si,pomurska,56,True
20211215,386012,si,podravska,182,True
20211215,386013,si,koroska,37,True
20211215,386014,si,savinjska,87,True
20211215,386015,si,zasavska,7,True
20211215,386016,si,posavska,21,True
20211215,386017,si,jugovzhodna_slovenija,54,True
20211215,386021,si,osrednjeslovenska,231,True
