"reg";"cl_age90";"jour";"hosp";"rea";"HospConv";"SSR_USLD";"autres";"rad";"dc"
"28";"0";2020-04-11;726;202;NA;NA;NA;554;196
"28";"09";2020-04-11;0;0;NA;NA;NA;4;0
"28";"19";2020-04-11;1;0;NA;NA;NA;3;0
"28";"29";2020-04-11;6;0;NA;NA;NA;28;0
"28";"39";2020-04-11;12;6;NA;NA;NA;49;1
"28";"49";2020-04-11;47;21;NA;NA;NA;71;4
"28";"59";2020-04-11;83;39;NA;NA;NA;110;11
"28";"69";2020-04-11;163;64;NA;NA;NA;105;30
"28";"79";2020-04-11;176;57;NA;NA;NA;103;40
"28";"89";2020-04-11;167;13;NA;NA;NA;63;76
"28";"90";2020-04-11;69;0;NA;NA;NA;14;34
"32";"0";2020-04-11;2444;550;NA;NA;NA;2017;806
"32";"09";2020-04-11;13;3;NA;NA;NA;20;0
"32";"19";2020-04-11;7;2;NA;NA;NA;10;0
"32";"29";2020-04-11;20;5;NA;NA;NA;96;0
"32";"39";2020-04-11;55;11;NA;NA;NA;172;2
"32";"49";2020-04-11;127;44;NA;NA;NA;273;9
"32";"59";2020-04-11;279;109;NA;NA;NA;418;34
"32";"69";2020-04-11;472;176;NA;NA;NA;366;104
"32";"79";2020-04-11;561;159;NA;NA;NA;354;186
"32";"89";2020-04-11;656;37;NA;NA;NA;229;328
"32";"90";2020-04-11;239;2;NA;NA;NA;73;138
"44";"0";2020-04-11;4841;881;NA;NA;NA;4581;2008
"44";"09";2020-04-11;12;0;NA;NA;NA;109;0
"44";"19";2020-04-11;14;1;NA;NA;NA;36;0
"44";"29";2020-04-11;41;9;NA;NA;NA;185;2
"44";"39";2020-04-11;88;21;NA;NA;NA;287;11
"44";"49";2020-04-11;196;51;NA;NA;NA;443;24
"44";"59";2020-04-11;513;158;NA;NA;NA;789;58
"44";"69";2020-04-11;965;330;NA;NA;NA;972;201
"44";"79";2020-04-11;1189;268;NA;NA;NA;930;534
"44";"89";2020-04-11;1303;38;NA;NA;NA;616;840
"44";"90";2020-04-11;490;1;NA;NA;NA;173;331
"52";"0";2020-04-11;778;164;NA;NA;NA;688;178
"52";"09";2020-04-11;0;0;NA;NA;NA;2;0
"52";"19";2020-04-11;0;0;NA;NA;NA;2;0
"52";"29";2020-04-11;10;1;NA;NA;NA;31;0
"52";"39";2020-04-11;19;5;NA;NA;NA;48;0
"52";"49";2020-04-11;31;14;NA;NA;NA;102;1
"52";"59";2020-04-11;81;37;NA;NA;NA;122;5
"52";"69";2020-04-11;154;53;NA;NA;NA;127;20
"52";"79";2020-04-11;163;52;NA;NA;NA;148;29
"52";"89";2020-04-11;225;1;NA;NA;NA;90;77
"52";"90";2020-04-11;94;0;NA;NA;NA;16;46
"53";"0";2020-04-11;487;124;NA;NA;NA;470;129
"53";"09";2020-04-11;0;0;NA;NA;NA;6;0
"53";"19";2020-04-11;1;0;NA;NA;NA;3;0
"53";"29";2020-04-11;4;1;NA;NA;NA;17;0
"53";"39";2020-04-11;8;2;NA;NA;NA;50;0
"53";"49";2020-04-11;32;9;NA;NA;NA;50;0
"53";"59";2020-04-11;63;28;NA;NA;NA;81;1
"53";"69";2020-04-11;90;41;NA;NA;NA;93;18
"53";"79";2020-04-11;119;40;NA;NA;NA;112;26
"53";"89";2020-04-11;110;3;NA;NA;NA;44;53
"53";"90";2020-04-11;57;0;NA;NA;NA;12;31
"75";"0";2020-04-11;815;264;NA;NA;NA;794;180
"75";"09";2020-04-11;1;1;NA;NA;NA;7;0
"75";"19";2020-04-11;2;0;NA;NA;NA;7;0
"75";"29";2020-04-11;7;2;NA;NA;NA;38;1
"75";"39";2020-04-11;16;6;NA;NA;NA;60;0
"75";"49";2020-04-11;42;20;NA;NA;NA;84;1
"75";"59";2020-04-11;90;46;NA;NA;NA;158;8
"75";"69";2020-04-11;182;90;NA;NA;NA;169;13
"75";"79";2020-04-11;174;79;NA;NA;NA;128;37
"75";"89";2020-04-11;196;19;NA;NA;NA;96;80
"75";"90";2020-04-11;100;0;NA;NA;NA;39;39
"76";"0";2020-04-11;918;295;NA;NA;NA;1271;233
"76";"09";2020-04-11;0;0;NA;NA;NA;16;0
"76";"19";2020-04-11;5;1;NA;NA;NA;9;0
"76";"29";2020-04-11;7;1;NA;NA;NA;67;1
"76";"39";2020-04-11;18;4;NA;NA;NA;104;1
"76";"49";2020-04-11;48;12;NA;NA;NA;167;1
"76";"59";2020-04-11;110;50;NA;NA;NA;256;8
"76";"69";2020-04-11;200;98;NA;NA;NA;229;21
"76";"79";2020-04-11;234;104;NA;NA;NA;245;50
"76";"89";2020-04-11;207;25;NA;NA;NA;136;110
"76";"90";2020-04-11;89;0;NA;NA;NA;42;41
"84";"0";2020-04-11;2985;682;NA;NA;NA;2857;755
"84";"09";2020-04-11;2;0;NA;NA;NA;22;0
"84";"19";2020-04-11;9;2;NA;NA;NA;23;0
"84";"29";2020-04-11;28;4;NA;NA;NA;129;0
"84";"39";2020-04-11;52;11;NA;NA;NA;223;4
"84";"49";2020-04-11;108;24;NA;NA;NA;318;8
"84";"59";2020-04-11;265;102;NA;NA;NA;508;22
"84";"69";2020-04-11;515;230;NA;NA;NA;542;44
"84";"79";2020-04-11;723;247;NA;NA;NA;534;171
"84";"89";2020-04-11;820;46;NA;NA;NA;407;335
"84";"90";2020-04-11;426;1;NA;NA;NA;98;157
"93";"0";2020-04-11;1766;436;NA;NA;NA;2053;317
"93";"09";2020-04-11;1;0;NA;NA;NA;16;0
"93";"19";2020-04-11;5;1;NA;NA;NA;32;0
"93";"29";2020-04-11;28;5;NA;NA;NA;151;1
"93";"39";2020-04-11;51;11;NA;NA;NA;203;1
"93";"49";2020-04-11;86;28;NA;NA;NA;313;3
"93";"59";2020-04-11;228;76;NA;NA;NA;421;17
"93";"69";2020-04-11;338;114;NA;NA;NA;388;22
"93";"79";2020-04-11;440;141;NA;NA;NA;261;74
"93";"89";2020-04-11;384;38;NA;NA;NA;185;133
"93";"90";2020-04-11;173;4;NA;NA;NA;63;62
"94";"0";2020-04-11;76;15;NA;NA;NA;122;36
"94";"09";2020-04-11;0;0;NA;NA;NA;3;0
"94";"19";2020-04-11;0;0;NA;NA;NA;4;0
"94";"29";2020-04-11;0;0;NA;NA;NA;14;0
"94";"39";2020-04-11;0;0;NA;NA;NA;14;0
"94";"49";2020-04-11;5;0;NA;NA;NA;15;1
"94";"59";2020-04-11;10;3;NA;NA;NA;23;1
"94";"69";2020-04-11;13;7;NA;NA;NA;18;2
"94";"79";2020-04-11;20;4;NA;NA;NA;16;7
"94";"89";2020-04-11;19;1;NA;NA;NA;10;20
"94";"90";2020-04-11;9;0;NA;NA;NA;5;5
"01";"0";2020-04-12;38;19;NA;NA;NA;51;10
"01";"09";2020-04-12;0;0;NA;NA;NA;0;0
"01";"19";2020-04-12;1;0;NA;NA;NA;0;0
"01";"29";2020-04-12;0;0;NA;NA;NA;1;0
"01";"39";2020-04-12;1;1;NA;NA;NA;3;0
"01";"49";2020-04-12;3;2;NA;NA;NA;4;0
"01";"59";2020-04-12;6;3;NA;NA;NA;16;1
"01";"69";2020-04-12;8;4;NA;NA;NA;14;2
"01";"79";2020-04-12;10;7;NA;NA;NA;5;4
"01";"89";2020-04-12;9;2;NA;NA;NA;7;3
"01";"90";2020-04-12;0;0;NA;NA;NA;0;0
"02";"0";2020-04-12;38;15;NA;NA;NA;52;6
"02";"09";2020-04-12;0;0;NA;NA;NA;0;0
"02";"19";2020-04-12;0;0;NA;NA;NA;0;0
"02";"29";2020-04-12;1;0;NA;NA;NA;2;0
"02";"39";2020-04-12;1;0;NA;NA;NA;2;0
"02";"49";2020-04-12;3;0;NA;NA;NA;12;0
"02";"59";2020-04-12;10;6;NA;NA;NA;11;0
"02";"69";2020-04-12;10;4;NA;NA;NA;13;1
"02";"79";2020-04-12;9;5;NA;NA;NA;9;1
"02";"89";2020-04-12;3;0;NA;NA;NA;3;4
"02";"90";2020-04-12;1;0;NA;NA;NA;0;0
"03";"0";2020-04-12;15;1;NA;NA;NA;13;0
"03";"09";2020-04-12;0;0;NA;NA;NA;0;0
"03";"19";2020-04-12;0;0;NA;NA;NA;0;0
"03";"29";2020-04-12;2;0;NA;NA;NA;1;0
"03";"39";2020-04-12;1;0;NA;NA;NA;2;0
"03";"49";2020-04-12;5;0;NA;NA;NA;5;0
"03";"59";2020-04-12;0;0;NA;NA;NA;2;0
"03";"69";2020-04-12;2;0;NA;NA;NA;1;0
"03";"79";2020-04-12;3;0;NA;NA;NA;0;0
"03";"89";2020-04-12;1;1;NA;NA;NA;1;0
"03";"90";2020-04-12;0;0;NA;NA;NA;0;0
"04";"0";2020-04-12;28;3;NA;NA;NA;72;0
"04";"09";2020-04-12;0;0;NA;NA;NA;0;0
"04";"19";2020-04-12;2;0;NA;NA;NA;1;0
"04";"29";2020-04-12;0;0;NA;NA;NA;12;0
"04";"39";2020-04-12;0;0;NA;NA;NA;13;0
"04";"49";2020-04-12;2;0;NA;NA;NA;8;0
"04";"59";2020-04-12;5;1;NA;NA;NA;16;0
"04";"69";2020-04-12;8;1;NA;NA;NA;12;0
"04";"79";2020-04-12;4;1;NA;NA;NA;10;0
"04";"89";2020-04-12;7;0;NA;NA;NA;0;0
"04";"90";2020-04-12;0;0;NA;NA;NA;0;0
"06";"0";2020-04-12;22;3;NA;NA;NA;25;3
"06";"09";2020-04-12;0;0;NA;NA;NA;0;0
"06";"19";2020-04-12;0;0;NA;NA;NA;1;0
"06";"29";2020-04-12;1;0;NA;NA;NA;2;0
"06";"39";2020-04-12;2;0;NA;NA;NA;3;0
"06";"49";2020-04-12;2;1;NA;NA;NA;7;1
"06";"59";2020-04-12;5;0;NA;NA;NA;7;1
"06";"69";2020-04-12;8;2;NA;NA;NA;3;0
"06";"79";2020-04-12;2;0;NA;NA;NA;1;0
"06";"89";2020-04-12;2;0;NA;NA;NA;1;1
"06";"90";2020-04-12;0;0;NA;NA;NA;0;0
"11";"0";2020-04-12;13165;2626;NA;NA;NA;9119;3548
"11";"09";2020-04-12;46;14;NA;NA;NA;119;1
"11";"19";2020-04-12;35;11;NA;NA;NA;70;1
"11";"29";2020-04-12;185;26;NA;NA;NA;366;7
"11";"39";2020-04-12;530;126;NA;NA;NA;922;26
"11";"49";2020-04-12;1026;289;NA;NA;NA;1348;69
"11";"59";2020-04-12;2012;702;NA;NA;NA;1977;253
"11";"69";2020-04-12;2543;877;NA;NA;NA;1896;506
"11";"79";2020-04-12;2697;510;NA;NA;NA;1336;880
"11";"89";2020-04-12;2633;41;NA;NA;NA;780;1153
"11";"90";2020-04-12;1293;5;NA;NA;NA;208;619
"24";"0";2020-04-12;943;193;NA;NA;NA;581;201
"24";"09";2020-04-12;3;0;NA;NA;NA;13;0
"24";"19";2020-04-12;2;1;NA;NA;NA;8;0
"24";"29";2020-04-12;8;2;NA;NA;NA;21;0
"24";"39";2020-04-12;17;8;NA;NA;NA;37;1
"24";"49";2020-04-12;45;11;NA;NA;NA;80;2
"24";"59";2020-04-12;82;31;NA;NA;NA;93;4
"24";"69";2020-04-12;165;68;NA;NA;NA;123;15
"24";"79";2020-04-12;214;66;NA;NA;NA;111;36
"24";"89";2020-04-12;250;5;NA;NA;NA;72;81
"24";"90";2020-04-12;148;1;NA;NA;NA;22;60
"27";"0";2020-04-12;1294;278;NA;NA;NA;1441;500
"27";"09";2020-04-12;2;1;NA;NA;NA;9;0
"27";"19";2020-04-12;2;1;NA;NA;NA;14;0
"27";"29";2020-04-12;3;0;NA;NA;NA;58;0
"27";"39";2020-04-12;17;5;NA;NA;NA;112;2
"27";"49";2020-04-12;32;11;NA;NA;NA;158;4
"27";"59";2020-04-12;105;49;NA;NA;NA;238;9
"27";"69";2020-04-12;237;98;NA;NA;NA;278;41
"27";"79";2020-04-12;308;93;NA;NA;NA;262;111
"27";"89";2020-04-12;419;19;NA;NA;NA;237;237
"27";"90";2020-04-12;165;1;NA;NA;NA;71;95
"28";"0";2020-04-12;716;186;NA;NA;NA;586;201
"28";"09";2020-04-12;1;0;NA;NA;NA;4;0
"28";"19";2020-04-12;1;0;NA;NA;NA;3;0
"28";"29";2020-04-12;4;0;NA;NA;NA;30;0
"28";"39";2020-04-12;14;4;NA;NA;NA;51;1
"28";"49";2020-04-12;41;21;NA;NA;NA;78;4
"28";"59";2020-04-12;81;35;NA;NA;NA;117;11
"28";"69";2020-04-12;158;57;NA;NA;NA;112;32
"28";"79";2020-04-12;174;55;NA;NA;NA;105;41
"28";"89";2020-04-12;163;12;NA;NA;NA;68;77
"28";"90";2020-04-12;77;0;NA;NA;NA;14;35
"32";"0";2020-04-12;2484;549;NA;NA;NA;2075;840
"32";"09";2020-04-12;13;3;NA;NA;NA;21;0
"32";"19";2020-04-12;8;2;NA;NA;NA;10;0
"32";"29";2020-04-12;21;5;NA;NA;NA;99;0
"32";"39";2020-04-12;57;12;NA;NA;NA;177;2
"32";"49";2020-04-12;124;43;NA;NA;NA;282;9
"32";"59";2020-04-12;283;109;NA;NA;NA;430;38
"32";"69";2020-04-12;480;178;NA;NA;NA;372;106
"32";"79";2020-04-12;566;156;NA;NA;NA;361;196
"32";"89";2020-04-12;676;37;NA;NA;NA;238;339
"32";"90";2020-04-12;240;2;NA;NA;NA;78;145
"44";"0";2020-04-12;4887;878;NA;NA;NA;4725;2064
"44";"09";2020-04-12;11;0;NA;NA;NA;111;0
"44";"19";2020-04-12;11;1;NA;NA;NA;39;0
"44";"29";2020-04-12;39;9;NA;NA;NA;189;2
"44";"39";2020-04-12;89;20;NA;NA;NA;290;11
"44";"49";2020-04-12;197;50;NA;NA;NA;457;24
"44";"59";2020-04-12;513;157;NA;NA;NA;816;60
"44";"69";2020-04-12;971;328;NA;NA;NA;1010;206
"44";"79";2020-04-12;1179;272;NA;NA;NA;959;553
"44";"89";2020-04-12;1329;36;NA;NA;NA;634;856
"44";"90";2020-04-12;519;1;NA;NA;NA;178;345
"52";"0";2020-04-12;810;167;NA;NA;NA;703;182
"52";"09";2020-04-12;0;0;NA;NA;NA;2;0
"52";"19";2020-04-12;0;0;NA;NA;NA;2;0
"52";"29";2020-04-12;9;2;NA;NA;NA;33;0
"52";"39";2020-04-12;19;4;NA;NA;NA;50;0
"52";"49";2020-04-12;32;17;NA;NA;NA;104;1
"52";"59";2020-04-12;78;37;NA;NA;NA;130;6
"52";"69";2020-04-12;159;52;NA;NA;NA;128;20
"52";"79";2020-04-12;172;53;NA;NA;NA;149;30
"52";"89";2020-04-12;234;1;NA;NA;NA;90;78
"52";"90";2020-04-12;106;0;NA;NA;NA;15;47
"53";"0";2020-04-12;510;119;NA;NA;NA;481;132
"53";"09";2020-04-12;0;0;NA;NA;NA;6;0
"53";"19";2020-04-12;2;0;NA;NA;NA;3;0
"53";"29";2020-04-12;5;0;NA;NA;NA;17;0
"53";"39";2020-04-12;8;2;NA;NA;NA;50;0
"53";"49";2020-04-12;34;7;NA;NA;NA;54;0
"53";"59";2020-04-12;61;27;NA;NA;NA;84;1
"53";"69";2020-04-12;90;39;NA;NA;NA;96;19
"53";"79";2020-04-12;129;41;NA;NA;NA;112;26
"53";"89";2020-04-12;117;3;NA;NA;NA;45;53
"53";"90";2020-04-12;61;0;NA;NA;NA;12;33
"75";"0";2020-04-12;832;257;NA;NA;NA;815;190
"75";"09";2020-04-12;1;0;NA;NA;NA;7;0
"75";"19";2020-04-12;2;0;NA;NA;NA;7;0
"75";"29";2020-04-12;8;2;NA;NA;NA;39;1
"75";"39";2020-04-12;18;6;NA;NA;NA;63;0
"75";"49";2020-04-12;41;20;NA;NA;NA;87;1
"75";"59";2020-04-12;89;45;NA;NA;NA;163;8
"75";"69";2020-04-12;182;91;NA;NA;NA;175;13
"75";"79";2020-04-12;177;74;NA;NA;NA;129;41
"75";"89";2020-04-12;202;18;NA;NA;NA;97;86
"75";"90";2020-04-12;108;0;NA;NA;NA;39;39
"76";"0";2020-04-12;954;294;NA;NA;NA;1287;239
"76";"09";2020-04-12;0;0;NA;NA;NA;16;0
"76";"19";2020-04-12;5;1;NA;NA;NA;9;0
"76";"29";2020-04-12;8;1;NA;NA;NA;68;1
"76";"39";2020-04-12;19;3;NA;NA;NA;104;1
"76";"49";2020-04-12;49;12;NA;NA;NA;170;1
"76";"59";2020-04-12;111;51;NA;NA;NA;262;8
"76";"69";2020-04-12;199;97;NA;NA;NA;231;22
"76";"79";2020-04-12;236;103;NA;NA;NA;248;52
"76";"89";2020-04-12;220;26;NA;NA;NA;136;112
"76";"90";2020-04-12;107;0;NA;NA;NA;43;42
"84";"0";2020-04-12;3025;674;NA;NA;NA;2936;773
"84";"09";2020-04-12;3;0;NA;NA;NA;22;0
"84";"19";2020-04-12;8;2;NA;NA;NA;25;0
"84";"29";2020-04-12;28;3;NA;NA;NA;134;0
"84";"39";2020-04-12;49;11;NA;NA;NA;227;4
"84";"49";2020-04-12;103;24;NA;NA;NA;327;9
"84";"59";2020-04-12;268;103;NA;NA;NA;524;22
"84";"69";2020-04-12;522;233;NA;NA;NA;555;48
"84";"79";2020-04-12;728;240;NA;NA;NA;552;172
"84";"89";2020-04-12;837;42;NA;NA;NA;416;344
"84";"90";2020-04-12;443;1;NA;NA;NA;100;160
"93";"0";2020-04-12;1830;438;NA;NA;NA;2097;328
"93";"09";2020-04-12;2;0;NA;NA;NA;16;0
"93";"19";2020-04-12;8;1;NA;NA;NA;32;0
"93";"29";2020-04-12;29;6;NA;NA;NA;155;1
"93";"39";2020-04-12;54;11;NA;NA;NA;205;1
"93";"49";2020-04-12;90;29;NA;NA;NA;316;3
"93";"59";2020-04-12;227;74;NA;NA;NA;431;18
"93";"69";2020-04-12;347;115;NA;NA;NA;398;22
"93";"79";2020-04-12;446;139;NA;NA;NA;271;76
"93";"89";2020-04-12;417;41;NA;NA;NA;186;138
"93";"90";2020-04-12;181;4;NA;NA;NA;67;65
"94";"0";2020-04-12;74;14;NA;NA;NA;126;36
"94";"09";2020-04-12;0;0;NA;NA;NA;3;0
"94";"19";2020-04-12;0;0;NA;NA;NA;4;0
"94";"29";2020-04-12;0;0;NA;NA;NA;14;0
"94";"39";2020-04-12;0;0;NA;NA;NA;14;0
"94";"49";2020-04-12;4;0;NA;NA;NA;16;1
"94";"59";2020-04-12;9;3;NA;NA;NA;24;1
"94";"69";2020-04-12;11;5;NA;NA;NA;19;2
"94";"79";2020-04-12;21;5;NA;NA;NA;16;7
"94";"89";2020-04-12;21;1;NA;NA;NA;10;20
"94";"90";2020-04-12;8;0;NA;NA;NA;6;5
"01";"0";2020-04-13;41;18;NA;NA;NA;51;10
"01";"09";2020-04-13;0;0;NA;NA;NA;0;0
"01";"19";2020-04-13;1;0;NA;NA;NA;0;0
"01";"29";2020-04-13;0;0;NA;NA;NA;1;0
"01";"39";2020-04-13;1;0;NA;NA;NA;3;0
"01";"49";2020-04-13;3;2;NA;NA;NA;4;0
"01";"59";2020-04-13;6;3;NA;NA;NA;16;1
"01";"69";2020-04-13;9;4;NA;NA;NA;14;2
"01";"79";2020-04-13;11;7;NA;NA;NA;5;4
"01";"89";2020-04-13;10;2;NA;NA;NA;7;3
"01";"90";2020-04-13;0;0;NA;NA;NA;0;0
"02";"0";2020-04-13;39;16;NA;NA;NA;52;6
"02";"09";2020-04-13;0;0;NA;NA;NA;0;0
"02";"19";2020-04-13;0;0;NA;NA;NA;0;0
"02";"29";2020-04-13;1;0;NA;NA;NA;2;0
"02";"39";2020-04-13;1;0;NA;NA;NA;2;0
"02";"49";2020-04-13;3;0;NA;NA;NA;12;0
"02";"59";2020-04-13;10;6;NA;NA;NA;11;0
"02";"69";2020-04-13;10;4;NA;NA;NA;13;1
"02";"79";2020-04-13;9;5;NA;NA;NA;9;1
"02";"89";2020-04-13;4;1;NA;NA;NA;3;4
"02";"90";2020-04-13;1;0;NA;NA;NA;0;0
"03";"0";2020-04-13;15;1;NA;NA;NA;13;0
"03";"09";2020-04-13;0;0;NA;NA;NA;0;0
"03";"19";2020-04-13;0;0;NA;NA;NA;0;0
"03";"29";2020-04-13;2;0;NA;NA;NA;1;0
"03";"39";2020-04-13;1;0;NA;NA;NA;2;0
"03";"49";2020-04-13;5;0;NA;NA;NA;5;0
"03";"59";2020-04-13;0;0;NA;NA;NA;2;0
"03";"69";2020-04-13;2;0;NA;NA;NA;1;0
"03";"79";2020-04-13;3;0;NA;NA;NA;0;0
"03";"89";2020-04-13;1;1;NA;NA;NA;1;0
"03";"90";2020-04-13;0;0;NA;NA;NA;0;0
"04";"0";2020-04-13;28;3;NA;NA;NA;72;0
"04";"09";2020-04-13;0;0;NA;NA;NA;0;0
"04";"19";2020-04-13;2;0;NA;NA;NA;1;0
"04";"29";2020-04-13;0;0;NA;NA;NA;12;0
"04";"39";2020-04-13;0;0;NA;NA;NA;13;0
"04";"49";2020-04-13;2;0;NA;NA;NA;8;0
"04";"59";2020-04-13;5;1;NA;NA;NA;16;0
"04";"69";2020-04-13;8;1;NA;NA;NA;12;0
"04";"79";2020-04-13;4;1;NA;NA;NA;10;0
"04";"89";2020-04-13;7;0;NA;NA;NA;0;0
"04";"90";2020-04-13;0;0;NA;NA;NA;0;0
"06";"0";2020-04-13;22;3;NA;NA;NA;25;3
"06";"09";2020-04-13;0;0;NA;NA;NA;0;0
"06";"19";2020-04-13;0;0;NA;NA;NA;1;0
"06";"29";2020-04-13;1;0;NA;NA;NA;2;0
"06";"39";2020-04-13;2;0;NA;NA;NA;3;0
"06";"49";2020-04-13;2;1;NA;NA;NA;7;1
"06";"59";2020-04-13;5;0;NA;NA;NA;7;1
"06";"69";2020-04-13;8;2;NA;NA;NA;3;0
"06";"79";2020-04-13;2;0;NA;NA;NA;1;0
"06";"89";2020-04-13;2;0;NA;NA;NA;1;1
"06";"90";2020-04-13;0;0;NA;NA;NA;0;0
"11";"0";2020-04-13;13196;2604;NA;NA;NA;9387;3704
"11";"09";2020-04-13;50;13;NA;NA;NA;122;1
"11";"19";2020-04-13;37;11;NA;NA;NA;71;2
"11";"29";2020-04-13;187;25;NA;NA;NA;374;7
"11";"39";2020-04-13;517;124;NA;NA;NA;953;29
"11";"49";2020-04-13;1021;296;NA;NA;NA;1384;72
"11";"59";2020-04-13;2016;703;NA;NA;NA;2034;262
"11";"69";2020-04-13;2546;866;NA;NA;NA;1953;532
"11";"79";2020-04-13;2678;497;NA;NA;NA;1383;924
"11";"89";2020-04-13;2659;40;NA;NA;NA;802;1203
"11";"90";2020-04-13;1320;6;NA;NA;NA;212;643
"24";"0";2020-04-13;983;196;NA;NA;NA;595;214
"24";"09";2020-04-13;1;0;NA;NA;NA;16;0
"24";"19";2020-04-13;3;1;NA;NA;NA;9;0
"24";"29";2020-04-13;9;2;NA;NA;NA;23;0
"24";"39";2020-04-13;16;8;NA;NA;NA;39;1
"24";"49";2020-04-13;47;11;NA;NA;NA;80;2
"24";"59";2020-04-13;84;30;NA;NA;NA;95;5
"24";"69";2020-04-13;173;70;NA;NA;NA;126;17
"24";"79";2020-04-13;221;67;NA;NA;NA;111;39
"24";"89";2020-04-13;263;5;NA;NA;NA;72;86
"24";"90";2020-04-13;157;2;NA;NA;NA;22;62
"27";"0";2020-04-13;1309;284;NA;NA;NA;1463;512
"27";"09";2020-04-13;2;1;NA;NA;NA;9;0
"27";"19";2020-04-13;2;1;NA;NA;NA;14;0
"27";"29";2020-04-13;3;0;NA;NA;NA;59;0
"27";"39";2020-04-13;16;4;NA;NA;NA;112;2
"27";"49";2020-04-13;33;12;NA;NA;NA;160;4
"27";"59";2020-04-13;106;50;NA;NA;NA;243;9
"27";"69";2020-04-13;236;98;NA;NA;NA;283;42
"27";"79";2020-04-13;316;98;NA;NA;NA;266;112
"27";"89";2020-04-13;418;19;NA;NA;NA;240;246
"27";"90";2020-04-13;172;1;NA;NA;NA;73;96
"28";"0";2020-04-13;713;189;NA;NA;NA;597;211
"28";"09";2020-04-13;1;0;NA;NA;NA;4;0
"28";"19";2020-04-13;1;0;NA;NA;NA;3;0
"28";"29";2020-04-13;3;0;NA;NA;NA;31;0
"28";"39";2020-04-13;16;5;NA;NA;NA;51;1
"28";"49";2020-04-13;44;21;NA;NA;NA;78;5
"28";"59";2020-04-13;79;34;NA;NA;NA;121;11
"28";"69";2020-04-13;154;58;NA;NA;NA;117;34
"28";"79";2020-04-13;176;56;NA;NA;NA;105;44
"28";"89";2020-04-13;162;13;NA;NA;NA;69;79
"28";"90";2020-04-13;75;0;NA;NA;NA;14;37
"32";"0";2020-04-13;2525;543;NA;NA;NA;2102;873
"32";"09";2020-04-13;13;3;NA;NA;NA;21;0
"32";"19";2020-04-13;8;2;NA;NA;NA;10;0
"32";"29";2020-04-13;25;5;NA;NA;NA;99;0
"32";"39";2020-04-13;59;13;NA;NA;NA;180;2
"32";"49";2020-04-13;125;42;NA;NA;NA;287;9
"32";"59";2020-04-13;288;109;NA;NA;NA;435;38
"32";"69";2020-04-13;488;183;NA;NA;NA;380;109
"32";"79";2020-04-13;567;148;NA;NA;NA;367;206
"32";"89";2020-04-13;682;34;NA;NA;NA;238;352
"32";"90";2020-04-13;256;2;NA;NA;NA;77;152
"44";"0";2020-04-13;4928;880;NA;NA;NA;4788;2105
"44";"09";2020-04-13;16;2;NA;NA;NA;111;0
"44";"19";2020-04-13;12;1;NA;NA;NA;39;0
"44";"29";2020-04-13;41;10;NA;NA;NA;190;2
"44";"39";2020-04-13;88;20;NA;NA;NA;293;12
"44";"49";2020-04-13;200;50;NA;NA;NA;465;24
"44";"59";2020-04-13;512;156;NA;NA;NA;829;61
"44";"69";2020-04-13;973;326;NA;NA;NA;1024;211
"44";"79";2020-04-13;1181;274;NA;NA;NA;970;561
"44";"89";2020-04-13;1353;36;NA;NA;NA;643;868
"44";"90";2020-04-13;524;1;NA;NA;NA;182;359
"52";"0";2020-04-13;823;162;NA;NA;NA;719;192
"52";"09";2020-04-13;0;0;NA;NA;NA;2;0
"52";"19";2020-04-13;0;0;NA;NA;NA;2;0
"52";"29";2020-04-13;8;2;NA;NA;NA;35;0
"52";"39";2020-04-13;18;4;NA;NA;NA;52;0
"52";"49";2020-04-13;32;16;NA;NA;NA;107;1
"52";"59";2020-04-13;81;35;NA;NA;NA;130;6
"52";"69";2020-04-13;158;50;NA;NA;NA;133;21
"52";"79";2020-04-13;175;52;NA;NA;NA;150;31
"52";"89";2020-04-13;241;2;NA;NA;NA;93;84
"52";"90";2020-04-13;109;0;NA;NA;NA;15;49
"53";"0";2020-04-13;510;118;NA;NA;NA;490;136
"53";"09";2020-04-13;0;0;NA;NA;NA;6;0
"53";"19";2020-04-13;2;0;NA;NA;NA;3;0
"53";"29";2020-04-13;3;1;NA;NA;NA;19;0
"53";"39";2020-04-13;8;2;NA;NA;NA;50;0
"53";"49";2020-04-13;36;8;NA;NA;NA;53;0
"53";"59";2020-04-13;59;25;NA;NA;NA;88;1
"53";"69";2020-04-13;90;41;NA;NA;NA;97;19
"53";"79";2020-04-13;127;38;NA;NA;NA;114;28
"53";"89";2020-04-13;117;3;NA;NA;NA;46;55
"53";"90";2020-04-13;65;0;NA;NA;NA;12;33
"75";"0";2020-04-13;857;259;NA;NA;NA;828;194
"75";"09";2020-04-13;1;0;NA;NA;NA;7;0
"75";"19";2020-04-13;2;0;NA;NA;NA;7;0
"75";"29";2020-04-13;7;2;NA;NA;NA;40;1
"75";"39";2020-04-13;17;6;NA;NA;NA;65;0
"75";"49";2020-04-13;42;19;NA;NA;NA;89;1
"75";"59";2020-04-13;91;47;NA;NA;NA;165;8
"75";"69";2020-04-13;181;90;NA;NA;NA;179;13
"75";"79";2020-04-13;185;76;NA;NA;NA;130;42
"75";"89";2020-04-13;216;18;NA;NA;NA;98;87
"75";"90";2020-04-13;111;0;NA;NA;NA;39;41
